,PID,0_x,0_y,1_x,2_x,3_x,4_x,5_x,6_x,7_x,8_x,9_x,10_x,11_x,12_x,13_x,14_x,15,16,17,18,19,20,21,22,23,0_x,1_y,2_y,3_y,4_y,5_y,6_y,7_y,8_y,9_y,10_y,11_y,12_y,13_y,14_y,0_y,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,10,Tony Redding,82.0,34.63645187,44.89795918,29.78723404,81.56424581,1.56097561,3.414634146,60.0,4.012195122,49.84802432,1.6829268290000001,33.33333333,17.60253085,54.78205171,27.40524781,34.79105928,7.992116685,20.84614878,14.41472281,4.987599701000001,2.2106733480000003,3.5957318139999996,8.301587837000001,21.20155347,69,76,54,51,61,61,66,49,49,35,46,67,50,48,62,60.361981840221766,73.36225078433658,55.594449150244245,52.3833403328501,61.86117643040756,61.07259911240925,64.60105422489632,52.77057933036539,49.601566810340714,39.792561049259405,53.869033964560984,68.14046000056712,50.268188499688904,49.534452609266296,66.71444711760294
11,11,Derrick Diggs,82.0,34.49182605,42.94205052,38.03278689,89.11290323,0.5,2.2682926830000003,59.13978495,1.292682927,40.56603774,5.414634146,43.46846847,24.86908763,55.28753642,45.31946508,18.42496285,3.9223939519999997,14.53746067,9.154157948,50.01390315,2.165617314,0.364050135,8.246742537000001,26.30868719,21,60,53,60,56,56,58,71,75,67,68,66,82,92,63,24.969971948323025,56.738735513009466,66.07423312469447,65.32797757458476,61.00879014900429,50.102005609912545,48.498723985432896,72.52768462861354,75.10558473272864,70.12385111866003,63.852939096471786,61.13604449344371,86.41664428125095,86.8216542249751,63.88155917247455
12,12,Jamal Sexton,82.0,34.25525241,43.17968015,33.16953317,77.13625866,1.414634146,3.5487804880000002,54.98281787,4.170731707,46.49122807,0.280487805,21.73913043,21.70709731,55.32420703,38.28786453,40.73377234,6.983737429,20.59314801,13.95368659,31.96592055,2.0827895990000003,0.7940498490000001,8.535962729,22.66556642,42,77,51,53,68,70,62,47,48,47,74,57,55,58,69,49.56081258679279,69.84866469842001,44.05917083366584,35.729359629512665,56.30948218982675,62.13247269825182,70.07487786893248,49.97316202928346,44.43554948297658,46.55505359807548,70.16416964025024,70.68917169042876,60.538844829673614,63.56941217330546,74.80675610070722
13,13,Dexter Robinson,82.0,34.23701878,47.1451876,38.55855856,85.07936508,1.109756098,3.646341463,66.55518395,1.804878049,50.67567568,2.7317073169999997,40.17857143,26.75924241,60.01758757,45.26916803,25.69331158,6.2614149,17.64070013,11.98044936,21.20630984,2.861471687,5.834832877999999,6.5953392939999995,23.74606754,60,63,82,95,67,40,51,68,63,65,53,50,58,72,51,56.0408025655385,58.89467961328251,75.74530872424543,85.47738835334883,58.740894363800685,43.13214782432778,60.41248217700242,64.8344213138554,61.2940223067805,66.70473244353659,51.61436694965423,62.059236603879384,68.32374147280619,62.30449331631623,57.849937104944615
14,14,Eric Miller,82.0,33.96569132,43.26241135,35.06493506,76.65847666,1.93902439,2.7560975610000003,62.38938053,3.5487804880000002,47.079037799999995,0.87804878,29.16666667,21.17971209,56.499984700000006,47.78368794,36.08156028,6.44533969,19.84364988,13.15951111,22.7606325,2.2792526580000003,1.157194317,6.5795513660000005,23.08811428,60,59,47,33,59,63,66,50,54,58,69,73,65,67,62,55.858374936504816,69.4579129081528,46.07604035023795,34.98473595166629,54.441806449702895,58.87579087481455,68.45382097612479,53.49855151068254,54.97920949757767,62.63533332862843,69.8541246055408,68.91662312649584,62.80253131043758,59.785262071676584,65.34683251921108
15,15,Aaron Drum,82.0,33.94997814,42.14618974,39.59537572,94.62809917,0.56097561,2.012195122,57.57575758,1.43902439,37.28813559,3.792682927,41.47909968,25.83569029,56.98466046,53.81026439,18.81804044,4.776535413,13.86924544,9.33308119,43.73224358,2.654420532,0.37547996899999997,6.427381362999999,24.54181152,39,63,63,49,44,43,66,84,70,84,60,67,83,83,64,26.7505923366215,59.33941072786294,60.73307853400348,57.552688801518265,59.77437907619013,48.14050178154841,49.6487144703237,80.7159740463139,71.50795061011624,82.34070329755538,69.90688798643792,67.15451054755522,80.01052363982969,83.04596075905333,62.83135502558025
16,16,Ronnie Mercer,82.0,33.86755047,42.30769231,31.70320405,86.51685393,1.695121951,3.43902439,63.12056738,2.646341463,47.46543779,2.853658537,39.31623932,23.61500656,55.69062952,44.72096531,33.55957768,7.054646728,17.39187963,12.13995485,15.71036051,2.019815562,3.813057742,4.632671836,25.88356653,67,73,64,56,55,44,72,70,63,61,57,56,61,54,49,58.23835695508183,63.69226527143179,63.52764358032375,63.41089671255783,53.05043456076206,51.9375173717323,71.10076469270857,67.75089927011628,64.65797602621122,62.316147569731775,60.0390503247303,57.08301469224343,64.2136159358114,54.7445995066969,55.91200481788987
17,17,Aaron Ebi,82.0,33.85477835,46.36098981,34.09090909,80.0,2.182926829,3.7682926830000003,64.72491909,4.951219512,51.23152709,1.06097561,39.08045977,27.27414775,58.89123942,41.63027656,38.57350801,9.893509579,21.81989941,15.92278314,21.53660101,2.2113707540000003,2.6236605490000002,7.217521155,28.68439204,63,80,49,42,53,79,72,58,54,52,69,67,54,63,64,62.16640757311159,80.9910402874086,46.99579809060246,45.170828404779535,63.44231383196479,81.65461959582254,75.3435403799245,55.96193953425898,55.54358002359061,53.368602345217376,71.17138057841356,68.07531881109281,57.060578191284385,58.873521461667956,75.04621688072413
18,18,Justin Anyaorah,82.0,33.85429307,40.657277,38.73517787,84.09090909,0.402439024,2.4512195119999998,56.21890547,0.646341463,43.39622642,3.719512195,33.114754100000006,19.47484978,52.95682924,47.51173709,16.525821599999997,1.55543723,7.7236467079999995,4.658081953,30.49979934,2.870054587,1.006453139,4.770491229,19.79400768,24,57,89,93,63,25,48,62,63,72,49,51,63,62,43,21.33486303568518,58.21410003102624,82.31397330269044,78.9790945902644,61.979104291650806,32.60068998109725,43.477536676393754,65.2917748781876,64.65012965342197,72.6298052772813,58.29683308969628,54.445402728521486,64.23707674854082,66.44359468811284,43.50113711316883
19,19,Mike King,82.0,33.53913649,45.47619048,34.62214411,82.53164557,2.146341463,3.914634146,65.42056075,3.1951219510000004,47.32824427,1.3170731709999999,38.88888889,21.53945429,58.20198075,45.15873016,31.34920635,6.264617061,16.5721667,11.42688012,5.243665685,1.981033634,3.9588579860000004,4.184684056,24.56105032,59,58,54,57,60,56,73,63,52,62,58,57,51,38,43,59.99264293739366,66.90693383778509,63.65470112306729,62.700379185511125,58.737377061306915,55.99958224507465,68.2227249989772,61.237765944686004,54.19682035332363,61.942717426493765,58.053136102525166,53.666532414974554,52.31389816189727,45.34636811657226,47.21215678445902
20,20,Austin Thomas,82.0,33.48715642,41.07560405,38.37920489,80.51948052,0.402439024,1.414634146,59.48275862,0.780487805,32.8125,5.475609756,41.42538976,19.79329043,52.89614735,50.97427903,12.00311769,1.7840437169999999,8.481138381000001,4.996658551,35.04298688,2.41423586,0.372377833,6.4778347,24.38692754,17,59,78,47,54,37,45,61,73,80,55,53,80,72,48,19.230257154148507,59.57000035775748,69.75667983304609,62.764572606405636,59.381588075511736,44.471461970600295,46.38343926100083,64.64595488178351,75.04876953992202,81.65296579614665,58.32677588049895,57.79634786699682,68.4778291925495,71.70121083493144,49.133500698913245
21,21,Jarvis Smith,82.0,33.46869638,43.48159509,36.78756477,78.07486631,2.402439024,2.43902439,61.0,3.317073171,48.52941176,3.085365854,39.5256917,19.44897945,55.80296345,44.40184049,28.6809816,6.319310221,20.31290446,13.13655841,5.1037079610000005,1.238862594,4.662825502,6.264640192000001,26.04725171,62,76,58,52,63,64,69,56,60,60,49,48,56,49,60,67.26970825871585,69.33969717869982,53.092484071982916,51.5085910730481,60.24440336659624,63.022327636617156,70.16531588643481,57.3191560510614,63.29097206485136,62.00017470074267,52.53777466202535,53.331987469286176,50.68863230991008,46.3438381938439,51.88630831416427
22,22,Laurence Anglin,82.0,33.11125051,43.64326376,35.81395349,83.5106383,0.5365853660000001,2.134146341,65.14285714,0.975609756,35.0,4.5,44.44444444,22.17897053,54.14701949,40.79696395,17.83681214,3.1656297510000004,12.91469898,7.977014116,43.87690428,2.583866829,0.8656442209999999,8.489337744,21.375505,33,56,87,70,50,30,31,68,71,61,54,49,70,87,53,27.644121801554256,55.219618437783495,74.05686359683173,73.12409871925729,60.52567041231845,37.71221833137187,42.02053912765969,63.82489632734512,69.61910657430444,61.552542651758976,55.40479724130747,58.52071668047093,79.27409604854151,79.780448476366,55.92903226984245
23,23,Antonio White,82.0,32.99960009,45.07722008,37.30964467,69.58762887,1.8170731709999999,3.0243902439999997,63.30645161,4.0731707319999995,44.01197605,0.731707317,26.66666667,17.9886827,55.97818881,38.03088803,37.45173745,7.6758408760000005,18.05836083,12.83411771,16.34658319,1.533453491,1.55315976,9.239923097,22.90795407,50,75,45,43,70,67,69,43,48,49,61,66,51,63,69,55.14497389408414,69.54149784772325,47.90511240553724,41.84474353446795,59.178273898326324,65.70320585548482,65.43229025994367,42.59029376751272,46.124073747023864,48.0782167337665,60.79572577243897,59.89364111376909,57.78929804513579,57.536746589873545,66.94620334428083
24,24,Mari De Colo,82.0,32.99357305,46.20901639,32.5648415,72.5388601,1.658536585,3.926829268,61.80124224,2.890243902,48.52320675,0.853658537,34.28571429,18.32444957,56.50876213,35.55327869,39.54918033,4.826749639,13.48147219,9.190415278,18.98716029,1.542934323,2.684147334,7.7235914260000005,21.32938027,54,64,63,68,52,49,74,44,44,51,50,51,69,56,52,52.62706340594718,56.796750815354365,67.00104924927591,65.01782299101669,52.38241649652327,49.49939872288665,60.7095469229257,46.35779292816263,45.294461022663526,45.17624934151729,54.96689643887482,47.52478951818946,65.29219044801647,57.5344547903507,50.25744266510839
25,25,Mike Feurtado,82.0,32.9552474,42.13313162,35.09615385,85.16129032,1.12195122,3.0,62.19512195,1.6463414630000002,38.51851852,3.865853659,41.95583596,21.18739809,54.75178278,47.20121029,23.44931921,4.739221365,15.15923292,10.01065272,16.62961243,2.61147487,1.296230707,4.319802523,25.06736226,45,67,68,62,56,46,75,69,68,70,60,57,56,52,51,42.13994586794796,62.651024575321685,65.78206759203474,63.043175935181786,55.943084338307436,47.28372118738283,68.00625043151058,65.57481238298004,66.82323209083773,69.597189043646,58.330638771765834,61.26444856430426,63.62126805021745,54.28210832556382,56.17106117698392
26,26,Charles Larmond,82.0,32.65764374,43.43891403,38.61892583,76.74418605,1.658536585,2.0487804880000002,57.14285714,3.329268293,46.15384615,3.329268293,39.19413919,19.83629833,54.22485131,35.38461538,27.239819,8.907857032999999,20.7208567,14.91809431,20.71564992,1.8098059530000001,0.298444065,7.838763900000001,23.52369797,38,85,40,36,68,67,75,55,64,46,62,65,70,61,84,49.25419058222729,66.46435428742613,36.47636578586966,30.30115590322442,57.55956756205213,64.28891798234555,65.24332196347726,52.87353565627656,63.32889294490159,48.23234891232375,64.73226914475397,71.54492002663574,63.73093192834659,60.8699635495527,79.53980955998472
27,27,Chris Hausley,82.0,32.54559769,41.66666667,37.03041145,88.10572687,0.634146341,2.304878049,57.14285714,0.9878048779999999,41.97530864,5.109756098,40.81145585,21.0396332,53.67688518,44.79166667,18.18910256,3.0825091689999997,11.25845507,7.237076064,38.04372070000001,1.703888909,1.029526722,7.196486333999999,24.94070182,32,50,69,76,50,42,58,76,72,69,54,50,76,72,57,26.493942288741096,56.54285728742095,74.69895719824179,75.34099492714968,57.23262229707972,44.82396378754872,49.43394690909032,71.0116769380293,70.5825308891354,69.80411621984527,56.34446989225153,48.350517420179806,74.52038249774705,74.67606990533626,53.30334864931086
28,28,Terrell McBain,82.0,32.43654061,45.53359684,36.93516699,81.30630631,1.2682926829999999,3.5243902439999997,65.05190311,2.609756098,50.0,3.085365854,36.75889328,23.06130083,58.23906434,40.23715415,35.09881423,6.053697362,17.2125117,11.67821265,15.12119464,2.278493446,1.151003386,5.7862444879999995,26.59055581,49,57,59,55,55,62,69,60,64,57,64,62,73,54,59,46.11551519979826,66.2379928569742,64.59554536190497,59.04553922265238,54.99416835070278,56.87013198729036,75.99515558227277,60.43872518134323,63.299971897451464,56.10771095842687,60.42476161681994,57.74168798185999,67.66827134654643,57.19969022282709,60.05974051853051
29,29,Babacar Diame,82.0,32.43609273,51.58027813,0.0,71.64634146,3.56097561,3.865853659,60.88328076,5.304878049,47.81609195,0.475609756,17.94871795,14.67275133,56.18397981,0.0,41.4664981,7.704582451,21.38424191,14.40984877,5.445986362,0.9521959640000001,4.159082584,6.628747381,17.44753387,68,72,48,49,57,52,58,45,34,34,41,43,41,39,56,75.90719638725521,61.44640193601589,38.58743088531286,37.01209059313757,47.303772110643195,54.49587608917141,55.22135944766892,39.50194380849815,37.46301674822002,31.702100187267426,50.73503880789017,50.83785435840467,43.37972685662294,42.7580497891112,55.937924606784556
30,30,Lee Rabb,82.0,32.370802600000005,44.78417266,34.5646438,69.48717949,1.5121951219999998,3.536585366,62.06896552,2.987804878,50.20408163,2.414634146,32.32323232,22.23628975,54.45621689,34.08273381,35.07194245,8.660033749,22.35413924,15.419959400000002,17.917517999999998,2.420356139,1.7368745419999998,4.947023995,23.12321275,47,77,58,51,59,53,80,46,61,44,61,61,60,61,73,49.86570579205142,70.61749119983567,53.734293231342626,51.32142707842749,60.126477628399925,53.414095277053704,70.44831021128672,44.36160119252868,60.24625623570356,44.444521887960896,65.30964988276946,67.60799935121223,61.213639916294404,58.08392581228697,76.74137534481886
31,31,Alexander Williams,82.0,32.05184645,39.78065803,30.26004728,64.79591837,1.158536585,3.487804878,56.29370629,2.646341463,46.08294931,0.93902439,12.98701299,20.07940226,50.19226188,42.17347956,39.08275174,6.6251621720000005,18.03439514,12.1871249,21.06542021,2.090730834,4.525583697,5.019226188,21.50365506,54,57,70,72,42,37,49,37,47,52,55,55,66,54,64,58.55281824361156,53.31279999147054,64.61138731524846,60.075232642051624,48.18113218798309,38.016120594932815,60.17717196140118,41.99320287339956,48.032267981613494,53.662420079315574,56.6506760076041,59.873197096563075,64.01069191754988,57.07929731441579,54.69704100146503
32,32,Yuta Tabuse,82.0,31.98984221,45.96491228,38.791422999999995,80.95238095,2.2682926830000003,2.707317073,66.66666667,2.170731707,52.80898876,2.7682926830000003,36.56387665,24.48951958,58.97471736,45.0,29.47368421,6.162045269,18.62796521,12.50848576,19.2406845,1.636352592,4.547774423,4.309541558,23.416664100000002,64,65,50,56,49,36,72,65,63,65,54,58,64,59,46,64.98179594541261,56.86948794235823,57.68717868031315,59.907274391519906,49.6582109721176,44.81430144317019,62.40332733648046,62.1438639790186,66.22394129813453,65.19303197415809,58.799399944482744,51.98872622573957,66.68625658936116,57.5492567512359,53.15610172451164
33,33,Aaron Ebi,82.0,31.96469112,43.06451613,31.95020747,76.20967742,2.219512195,3.134146341,60.70038911,5.268292683,48.61111111,0.841463415,20.28985507,22.41326917,54.86065394,38.87096774,40.0,8.978392031,23.80175556,16.57148922,22.10224898,2.144370698,1.9980923919999998,8.400537633999999,28.35108958,63,78,45,37,51,77,70,57,52,51,67,66,52,61,62,63.54166310023926,73.90033864277878,39.57203809893467,29.87876364118437,48.21910095604997,79.52978786447692,72.50688358249238,50.68850917007276,51.12210656058636,49.11674933661132,66.96756463660078,69.3902547815444,56.15710516959536,58.529590581009096,76.33198637374392
34,34,Dale Taylor,82.0,31.84528409,40.18218623,32.88288288,85.08474576,1.256097561,2.682926829,60.90909091,1.8536585369999998,37.5,2.097560976,34.88372093,17.50177652,53.27428878,44.93927126,29.858299600000006,4.477633279,16.39270338,10.33894973,11.74478159,2.1429313580000002,1.690982956,3.9363034530000003,20.09412302,46,54,64,58,42,40,56,72,55,66,55,56,62,52,59,48.38982449072747,55.802809944603695,62.42760557223421,56.09264938875544,45.677056486276044,36.49960546748992,62.180487945153295,63.81289312640467,58.285868641259746,60.838959979196474,57.817682573330565,58.556738215274336,61.19119230562294,50.457149558702724,53.19141225634697
35,35,Jarvis Smith,82.0,31.60814019,41.97019868,28.79377432,71.65109034,2.7560975610000003,2.670731707,65.75342466,3.4512195119999998,45.93639576,2.341463415,44.27083333,14.8554057,51.58459577,42.54966887,26.57284768,5.961264599,18.346146100000002,12.05369285,6.070542468999999,1.195165674,3.66944256,7.078058759,25.85999041,62,74,56,49,61,61,67,54,58,57,46,46,54,47,58,67.14367284223849,70.72582942836267,50.81577114226065,48.450433102884766,61.46769046203341,67.18003285056109,69.775326498632,46.93452058923563,59.23356476496032,56.458434134274455,52.16446384424583,49.537058506356104,46.31823867756542,43.9304281568407,49.56269080608972
36,36,Antonio White,82.0,31.60264268,44.33880726,31.25,70.95890411,1.43902439,3.8048780489999996,62.5,4.1829268289999995,46.93877551,1.048780488,31.39534884,20.84504674,53.69611415,35.95505618,31.54710458,8.504495551,22.68293715,15.69730049,21.24402499,2.765582979,2.711684795,11.00485732,26.75240982,50,76,49,51,71,67,71,44,50,48,61,68,53,64,69,53.505152916895874,73.39926305580379,52.50893466572846,53.657120307619294,59.61431757746283,74.1998734902048,66.53295570836762,42.891255190236656,47.19876721488294,45.958776124530154,57.68648041107067,70.24501794339878,55.90552190003382,60.05596335089355,78.68403421213914
37,37,David Draughon,82.0,31.58701712,45.68439407,36.93516699,80.76923077,1.707317073,2.7560975610000003,70.3539823,1.743902439,53.84615385,3.280487805,37.17472119,22.17540025,58.23017319,44.376634700000004,29.46817786,6.11436324,15.59535791,10.92062774,9.567853236,1.791358649,3.1736781,2.546846541,23.04901902,53,65,69,69,55,41,64,63,71,59,64,48,63,47,52,54.8515496056833,60.90745278793485,66.91173012511365,64.63649580408351,50.46047374930929,41.116199964874816,70.11866140996904,61.730075310407294,69.34688958427428,63.67503217783435,58.48120929667451,52.00331825213469,62.37733401236307,50.08300142607283,51.76556064567381
38,38,Boubacar Diarra,82.0,31.55599902,46.39175258,39.11205074,80.53691275,1.097560976,2.256097561,65.94594595,1.780487805,44.52054795,3.207317073,46.76806084,21.62319207,59.05084633,44.32989691,27.92877226,6.227031642,16.63172383,11.44964286,10.62646043,1.980552721,2.249888997,5.091309719,22.433393399999996,51,61,70,50,37,44,62,62,66,64,52,56,68,59,58,50.47771219755148,60.239988870129814,63.62503811731791,58.35507564025205,53.810753473945375,46.40070966602966,67.13429283211646,60.02936957914732,65.6098570449594,63.30815786750639,56.22146905045222,58.50605352747383,64.79261611099068,54.9662988147288,57.40078865636188
39,39,Stu Karn,82.0,31.53498662,40.13528749,33.51955307,84.32835821,0.548780488,1.963414634,60.86956522,0.817073171,38.80597015,3.670731707,37.20930233,13.19952876,49.9492579,40.36076663,15.10710259,2.92956626,10.64360681,6.799270625,12.76630523,2.269040262,2.223319781,7.399890059,18.27679079,32,56,84,89,49,38,42,66,66,60,47,50,59,55,48,36.357980412668105,52.93068094361468,78.39914601450019,76.64165702057826,55.29361375068474,30.226172750023096,41.841384892139686,62.807482378616584,61.14004725594868,60.01311834461862,43.15488408424559,50.80778089061295,57.30113647364934,55.91581757014004,43.82008969848222
40,40,Jon Padgett,82.0,31.52563605,41.68962351,39.50850662,90.04975124,0.93902439,2.573170732,63.507109,1.37804878,29.20353982,2.87804878,33.05084746,17.17871358,55.11958146,48.57667585,18.45730028,2.8205017530000003,11.47059426,7.12577705,17.29400629,1.8462046330000002,1.176510787,6.030031254,22.29641728,32,64,68,70,65,47,49,72,62,79,59,53,64,63,54,30.785580359027794,55.7909318680324,72.56664020086312,72.68345327032989,61.831896986030095,43.29497436415725,45.37495516212941,70.32460071405485,58.64828395741782,72.14684748326482,55.63977794116484,47.86765505443559,61.52274878502309,58.95651668282653,46.23234647325068
41,41,Stu Karn,82.0,31.50305767,43.2132964,36.42384106,85.71428571,0.487804878,2.792682927,63.31877729,1.158536585,40.0,3.7317073169999997,39.21568627,18.19381752,54.4920878,41.82825485,19.39058172,3.245077447,12.26716707,7.697681066,9.236176947,3.158768051,2.5345384280000003,5.997958142000001,22.24164637,32,58,85,87,50,39,46,67,64,60,51,54,62,56,51,36.79186352044421,60.88141225135698,81.89721072574072,79.76753673189803,58.783220115898324,41.281918778723885,57.447376921191534,64.0667800435762,61.61714671757935,62.38266135919372,47.26644159791204,59.17993499855558,55.66278108141216,50.7033841434667,47.03913953154223
42,42,Laurence Anglin,82.0,31.4376565,42.65895954,35.014005600000004,82.06896552,0.475609756,1.4756097559999999,58.67768595,0.719512195,42.37288136,4.0,45.12195122,20.07900277,52.86391042,41.271676299999996,16.76300578,2.64634117,11.40438979,6.977024069,47.59885184,2.264499212,0.527276029,10.0667528,18.794486300000003,33,53,84,67,48,27,29,66,68,58,51,46,68,85,51,25.42564865122664,51.1583212035253,67.66919799341882,62.63687935160431,50.817228610525966,33.99081507116885,38.033990773476944,61.87076271411096,67.37904469142268,60.15802233439276,53.2621652171044,57.704650377847216,79.8201021178522,82.15289770666686,54.81787589548232
43,43,Pierre Rauchbach,82.0,31.37682231,42.16101695,34.48275862,81.06060606,0.731707317,3.987804878,55.65749235,1.9756097559999999,39.50617284,1.304878049,29.90654206,13.87326864,53.29384244,36.86440678,27.96610169,2.723476277,10.22639197,6.489717693999999,9.388523800000002,2.042728948,1.7859983780000002,7.734681557999999,20.6852956,33,68,68,83,52,44,58,60,45,51,49,51,53,51,43,35.47310040167086,55.799311775776765,79.5106032264569,80.09354661168287,53.85017022626666,43.67711452750859,54.41779926775167,55.446656202465434,43.63460073496625,50.8758267120756,47.874722643984356,45.894413591459404,56.99804098934858,51.4133392578412,44.333667811015346
