pid,Name,Pos,DraftPick,Age,Team,Season,GP,GS,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,BA,PF,Pts,AtRimFG,AtRimFGA,AtRimFGP,LowPostFG,LowPostFGA,LowPostFGP,MidRangeFG,MidRangeFGA,MidRangeFGP,PER,EWA,ORtg,DRtg,OWS,DWS,WS,WS/48,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,OVR,POT,HGT,STRE,SPD,JMP,ENDU,INS,DNK,FT,FG,TP,OIQ,DIQ,DRB,PSS,REB
144,Brandon Bass,SF,33,32,HOU,2017,54,0,12.492855149739126,1.5185185185185186,2.7037037037037037,56.16438356164384,0,0,0,1.2037037037037037,1.3703703703703705,87.83783783783784,0.6666666666666666,2.3703703703703702,3.037037037037037,0.8518518518518519,0.7777777777777778,0.42592592592592593,0.25925925925925924,0.2222222222222222,1.1481481481481481,4.2407407407407405,0.9259259259259259,1.462962962962963,63.29113924050633,0.5185185185185185,1,51.851851851851855,0.07407407407407407,0.24074074074074073,30.76923076923077,18.268933059728862,2.085983041072025,114.93623757211037,104.86553971139749,1.2065758580369574,0.6276210486959052,1.8341969067328625,0.1305063759154573,64.12410394265233,0,50.68493150684932,5.745535302643512,21.50745107516915,13.423741082650249,10.804478363706636,1.7076357355593126,1.4981370269281629,11.760752688172042,14.351692688266125,-1.1296296296296295,57,57,52,63.2,63.2,70.4,59,50,60.8,62,41,32,46.4,53,61.4,41,66.2
145,Kris Humphries,PF,14,32,VAN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,56,68,56,47,60.8,20,65.6,54.2,63.8,58.4,44.6,48.2,68,32,80
151,Mirza Teletovic,F,,32,PHX,2017,9,0,23.49283961941953,4.555555555555555,9.88888888888889,46.06741573033708,0.8888888888888888,3.2222222222222223,27.586206896551722,1.4444444444444444,2,72.22222222222223,0.3333333333333333,4.111111111111111,4.444444444444445,0.5555555555555556,0.8888888888888888,1.1111111111111112,0.6666666666666666,0.7777777777777778,1.1111111111111112,11.444444444444445,1.7777777777777777,2.3333333333333335,76.19047619047619,1.1111111111111112,1.4444444444444444,76.92307692307692,0.7777777777777778,2.888888888888889,26.923076923076923,16.39833423763814,0.4542884792484329,100.85574831345394,93.72845484434147,0.13036189467790624,0.49278407221645293,0.6231459668943592,0.14146630252490663,53.13660751134957,32.58426966292135,20.224719101123597,1.5757139391532868,18.52879961293567,10.254332452206253,4.018364063499579,2.318098216213164,2.1099921594858126,4.127115146512588,21.43271333297659,5,60,60,56,56.6,60.8,56.6,68,51.8,47.6,50,66.2,72.8,54.8,42.8,55.4,38,45.8
155,Deron Williams,GF,3,33,HOU,2017,144,0,11.175880339865857,1.6041666666666667,3.888888888888889,41.25,0.5416666666666666,1.4444444444444444,37.5,0.6944444444444444,0.8055555555555556,86.20689655172414,0.14583333333333334,0.8888888888888888,1.0347222222222223,2.138888888888889,0.7083333333333334,0.2361111111111111,0.013888888888888888,0.2916666666666667,0.3819444444444444,4.444444444444445,0.3472222222222222,0.5208333333333334,66.66666666666667,0.3402777777777778,0.7708333333333334,44.14414414414414,0.375,1.1527777777777777,32.53012048192771,10.053442191524338,-0.2860328099738784,111.32790608833105,118.21271807045596,1.9415346050152904,0.10111960634653608,2.0426542113618265,0.06092448347820995,52.36973029588898,37.142857142857146,20.714285714285715,1.4605467722629335,9.117301084484847,5.243262870182021,28.598997354669056,1.0434037306373725,0.11787485382242367,8.346425765907306,19.107005244326462,-1.1666666666666667,57,57,36,38,68,44,56.6,62,39.8,66.8,59,62.6,61.4,31.4,53,68,32
156,Shaun Livingston,PG,4,32,ORL,2017,4,0,4.565442978960191,0.75,0.75,100,0,0,0,0.5,0.5,100,0.5,0.5,1,0.5,0,0.25,0,0,0,2,0.75,0.75,100,0,0,0,0,0,0,35.899973740730665,0.18098214573677526,214.3387980097668,112.5422046886609,0.13603681116579477,-0.0013336445670452271,0.13470316659874954,0.3540593994130113,103.09278350515464,0,66.66666666666667,11.874171881538361,12.40827739641851,12.13535067013452,16.867116945848306,2.6678846529089424,0,0,9.131191196994466,-0.25,59,59,50,56,80,63.8,60.8,55.4,33.2,54.8,71,50.6,54.8,33.2,51.2,61.4,20
158,Joe Johnson,GF,10,36,SAS,2017,55,55,31.96643083195779,5.218181818181818,13.090909090909092,39.861111111111114,0.9454545454545454,3.109090909090909,30.4093567251462,3.018181818181818,3.4909090909090907,86.45833333333333,1.1818181818181819,3.672727272727273,4.8545454545454545,1.5818181818181818,1.8727272727272728,1,0.14545454545454545,0.8181818181818182,0.5272727272727272,14.4,0.8727272727272727,1.509090909090909,57.83132530120482,2.036363636363636,4.0181818181818185,50.678733031674206,1.3636363636363635,4.454545454545454,30.612244897959183,15.810195143443167,3.7158763051299823,96.0464297879933,108.70167695832498,0.05926029740724223,0.8232116705215665,0.8824719679288088,0.024092691419863782,49.22434367541766,23.75,26.666666666666668,4.019341828138529,12.518504726205048,8.26422890385057,8.547032707923593,1.551114952113226,0.32539372448394777,6.401650755767701,22.38664809642268,-4.472727272727273,55,55,50,56,80,50,65.6,80,26,63.8,63.8,58.4,53.6,23,26.6,50,36.8
160,Jason Terry,G,10,40,BOS,2017,67,0,9.342880267210655,1.0895522388059702,3.2238805970149254,33.7962962962963,0.23880597014925373,0.7014925373134329,34.04255319148936,0.6417910447761194,0.7761194029850746,82.6923076923077,0.16417910447761194,0.4925373134328358,0.6567164179104478,0.8955223880597015,0.40298507462686567,0.3582089552238806,0,0.208955223880597,0.16417910447761194,3.0597014925373136,0.19402985074626866,0.373134328358209,52,0.1044776119402985,0.2537313432835821,41.1764705882353,0.5522388059701493,1.8955223880597014,29.133858267716537,11.050694808705076,0.07491614919208904,90.83182055731518,106.1035123387379,-0.34875204043602376,0.4961007153806442,0.14734867494462045,0.01129878868099715,42.9085733422639,21.75925925925926,24.074074074074073,1.9065617643311676,5.581565712534845,3.7665209868943275,14.284455778351447,1.8717483921693772,0,5.651373074346952,18.28456235596383,0.582089552238806,55,55,30,29.6,63.2,51.2,54.8,48.8,50,69.2,61.4,64.4,56,41.6,57.8,53.6,27.8
163,Cody Zeller,C,4,25,PHI,2017,18,0,15.827558567437267,1.6111111111111112,2.7222222222222223,59.183673469387756,0,0,0,1,1.2222222222222223,81.81818181818181,0.5555555555555556,3.2777777777777777,3.8333333333333335,1.7222222222222223,1.3333333333333333,0.7222222222222222,1.5,0.1111111111111111,2.0555555555555554,4.222222222222222,0.8888888888888888,1.4444444444444444,61.53846153846154,0.4444444444444444,0.6666666666666666,66.66666666666667,0.2777777777777778,0.6111111111111112,45.45454545454545,17.799892740804946,0.8164063811416601,105.81270708189791,98.11018812213348,0.24871266484539237,0.503270436066103,0.7519831009114953,0.1266959942402544,64.75800954328562,0,44.89795918367347,3.8398327031042716,22.691898348752055,13.258198344520304,15.8132405079283,2.2397741074655504,6.694076105336189,20.449897750511248,12.468595938257467,2.0555555555555554,60,63,67,63.2,56,69.2,71,50,53,44,44,41,49.4,54.8,56,50,53
170,Anthony Tolliver,F,,32,PHI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,56,68,60.2,65,50,39.8,53.6,58.4,64.4,47.6,21.8,27.2,47.6,20
184,Joakim Noah,FC,9,32,IND,2017,6,0,4.670500038759336,0.6666666666666666,0.8333333333333334,80,0,0,0,0.6666666666666666,1.1666666666666667,57.142857142857146,0.16666666666666666,0.8333333333333334,1,0.3333333333333333,0.8333333333333334,0,0.3333333333333333,0,0.3333333333333333,2,0.3333333333333333,0.5,66.66666666666667,0.16666666666666666,0.16666666666666666,100,0.16666666666666666,0.16666666666666666,100,15.5760794765974,0.050481323870748634,91.83564557696387,102.51525203500108,-0.013770378969621268,0.03408805636951685,0.020317677399895585,0.0348017167006259,74.25742574257426,0,140,3.869573809844579,18.95461967830373,11.489535377895814,10.79307698567435,0,5.103743139892302,30.94059405940594,19.90589753903359,-2.8333333333333335,56,56,63,74,51.2,66.8,66.2,46.4,55.4,20,38,26,46.4,50,44,68.6,77
185,Kirk Hinrich,PG,7,36,DET,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,37,53,63.2,53,56,48.8,50,54.8,64.4,60.8,55.4,44,50.6,60.2,35
187,Mike Dunleavy,SF,3,37,POR,2017,32,0,8.689923239473798,1.375,2.78125,49.438202247191015,0.4375,0.90625,48.275862068965516,0.25,0.3125,80,0.40625,1.3125,1.71875,0.65625,0.34375,0.21875,0.15625,0.09375,0.5625,3.4375,0.28125,0.46875,60,0.40625,0.5625,72.22222222222223,0.25,0.84375,29.62962962962963,18.19794965872925,0.8519908188426278,115.4555646907103,96.64094859723801,0.5476449208195976,0.5387540298985722,1.08639895071817,0.18752736717797894,58.8865096359743,32.58426966292135,11.235955056179776,5.162711127193567,15.067200731027276,10.366466584362673,10.535935404527818,1.2225252577160202,1.285930366320803,5.8886509635974305,16.01676554488478,4.21875,51,51,47,47,56,50,55.4,38.6,60.8,63.2,51.8,65.6,46.4,32.6,27.8,52.4,33.8
190,Anthony Bennett,PF,1,24,CHI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,57,48,62,53,53,50,53.6,56,55.4,54.8,48.8,42.2,42.8,39.8,26,60.2
191,Sergey Karasev,SF,19,24,MIN,2017,1,0,1.4482758620689504,1,1,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,100,0,0,0,0,0,0,96.6779007152745,0.04967537251729616,0,120.48431167649699,0,-0.0015482781392894699,-0.0015482781392894699,-0.05131436118788011,100,0,0,73.18611987381792,0,37.748128864302444,0,0,0,0,29.55715232125603,-3,54,59,48,38,56,50.6,47,39.2,41,66.8,56,63.2,50,38.6,50.6,45.8,36.8
194,Dion Waiters,SG,4,26,GSW,2017,30,0,17.22187233575338,3.2666666666666666,7.7,42.42424242424242,0.9,2.6,34.61538461538461,1.5,2,75,0.4,1.4,1.8,1.7666666666666666,1.1,0.3,0.26666666666666666,0.2,1.1666666666666667,8.933333333333334,0.8666666666666667,1.3666666666666667,63.41463414634146,0.5,1.2666666666666666,39.473684210526315,1,2.466666666666667,40.54054054054054,15.661907594098642,1.0614652369495245,103.07983222922368,104.39308908640787,0.5769275453285985,0.5023240844984143,1.0792516298270127,0.10026799491123278,52.059052059052064,33.76623376623377,25.974025974025974,2.6749769454200925,8.615559648995482,5.768663190160392,16.382334557730886,0.873586185274904,1.1417476754155136,6.410256410256411,24.582314175704447,1.6,58,59,39,47,38,68,68,60.8,74,41,59,65,59,48.2,47.6,63.2,20.6
200,Jarrett Jack,PG,22,34,SAS,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,33,35,59,48.8,62,64.4,46.4,75.8,68,59,61.4,44.6,50,71.6,50
211,Brandan Wright,FC,8,30,MIL,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,59,68,57.2,65,69.8,61.4,63.8,60.2,41,26,36.8,57.2,34.4,26,63.8
212,Monta Ellis,SG,40,32,DAL,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,33,48.2,63.2,62,64.4,48.2,64.4,60.8,59,53,54.2,58.4,67.4,48.2,42.2
213,Jose Calderon,SG,,36,NOP,2017,8,1,8.419359451958773,1.375,3.75,36.666666666666664,0.5,1.625,30.76923076923077,0.25,0.25,100,0.125,0.25,0.375,0.5,0.5,0.25,0,0.625,0,3.5,0,0.125,0,0,0.375,0,0.875,1.625,53.84615384615385,10.698300011142175,0.0053160089890814735,88.10911684619212,99.67200352244055,-0.06703555716761027,0.10745168671979523,0.04041612955218496,0.028802283439352698,45.336787564766844,43.333333333333336,6.666666666666667,1.6096556606746986,3.0787152468048036,2.3605829719819242,9.20208573409521,1.466001269898967,0,6.476683937823834,22.21903819515658,-4.125,53,53,33,57.8,60.8,20,48.2,50,62,75.8,64.4,71,56,23,29.6,72.8,23
217,Dirk Nowitzki,FC,9,39,CLE,2017,82,82,35.3981437528614,6.878048780487805,15.597560975609756,44.09695074276779,1.3414634146341464,4.073170731707317,32.93413173652694,3.0365853658536586,3.5,86.7595818815331,1.9146341463414633,6.695121951219512,8.609756097560975,3.292682926829268,2.3536585365853657,1.1097560975609757,0.7073170731707317,0.8536585365853658,2.8292682926829267,18.134146341463413,1.5731707317073171,2.3902439024390243,65.81632653061224,1.1951219512195121,2.3658536585365852,50.51546391752577,2.768292682926829,6.7682926829268295,40.9009009009009,20.755952604093935,11.21311914592258,104.53250055612122,100.05777491652462,3.6323472514958204,4.490845583651498,8.123192835147318,0.13433019939059784,52.907605601730616,26.11415168100078,22.439405785770134,5.758048675681426,19.72457009716381,12.813186284528093,15.253806850316643,1.5279412881422787,1.4074727542762966,6.866958897870887,23.376345011418547,3.0609756097560976,63,63,68,52.4,44,50,66.8,56.6,51.2,74,80,64.4,59,42.8,52.4,62,48.2
218,Vince Carter,SF,5,40,ORL,2017,25,0,4.95210406820558,0.52,1.44,36.111111111111114,0.2,0.44,45.45454545454545,0.24,0.28,85.71428571428571,0.24,0.52,0.76,0.28,0.28,0.12,0.08,0.12,0.28,1.48,0.08,0.16,50,0.12,0.36,33.333333333333336,0.12,0.48,25,5.9613647436123385,-0.22363974246028473,95.59688131184382,110.00126277283456,-0.06504732856768984,0.12781540785116366,0.06276807928347382,0.02433606211913451,47.33879222108496,30.555555555555557,19.444444444444443,5.406102508350368,11.8000609308062,8.591274694082271,8.24940235246461,1.216231100795226,1.5385661480587927,8.955987717502559,16.162552893466295,-1.4,56,56,44,71,56,56.6,63.8,55.4,48.8,60.2,60.8,66.2,51.2,53.6,26,56.6,40.4
224,J.J. Hickson,FC,19,29,MIL,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,56,70.4,50,51.2,66.2,56,70.4,20,44,32,44.6,43.4,50,39.8,54.8
227,James McAdoo,PF,,24,ATL,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,55,56,42.8,51.2,53.6,56,47,69.2,20,53,26,39.8,47,39.2,46.4,66.8
229,Danilo Gallinari,F,6,29,BKN,2017,20,20,20.600112242745617,3.25,7.7,42.20779220779221,0.8,2.45,32.6530612244898,1.95,2.05,95.1219512195122,1.1,3.45,4.55,1.6,0.85,0.75,0.75,0.55,1.8,9.25,0.9,1.55,58.064516129032256,0.7,1.45,48.275862068965516,0.85,2.25,37.77777777777778,20.638868766442187,1.5805912714969474,111.1034778927712,98.39709934917,0.7761041008187686,0.7130182051824403,1.4891223060012089,0.17348903211250502,53.766565914903516,31.818181818181817,26.623376623376622,6.078160696633824,17.824897596411095,12.148711985615856,11.966664691663508,1.7798424002561917,2.6099308428862797,4.940711462450593,19.71391446596173,1.35,61,61,59,57.8,54.2,56.6,66.2,52.4,59.6,71,62,65.6,54.2,50.6,51.2,48.2,44.6
259,Andrew Bogut,C,1,33,BOS,2017,58,0,7.500834122845576,0.5172413793103449,1.1379310344827587,45.45454545454545,0.034482758620689655,0.06896551724137931,50,0.20689655172413793,0.39655172413793105,52.17391304347826,0.22413793103448276,1.8620689655172413,2.086206896551724,0.7931034482758621,0.5862068965517241,0.27586206896551724,0.39655172413793105,0.05172413793103448,1.0344827586206897,1.2758620689655173,0.25862068965517243,0.46551724137931033,55.55555555555556,0.1206896551724138,0.29310344827586204,41.1764705882353,0.10344827586206896,0.3103448275862069,33.333333333333336,9.401783029551744,-0.2074755625208492,84.88552539364713,96.81039964889688,-0.35942263109826667,0.8494282345146693,0.49000560341640265,0.054063571070625774,48.60746190225959,6.0606060606060606,34.84848484848485,3.242049020862068,26.28354187113861,14.903597615780681,14.712538739082994,1.7954538255998815,3.7656295840618283,22.333158171308458,10.896402407726956,0.2413793103448276,53,53,68,44,20,38,61.4,39.8,71.6,20,48.8,48.8,44,75.2,28.4,58.4,80
